incident_id,call_timestamp,incident_type,severity_level,hazard_type,station,vehicle_id,vehicle_type,latitude,longitude,dispatch_timestamp,arrival_timestamp,cleared_timestamp,distance_km,response_minutes,vehicle_status,is_first_arrival
INC-00057,2025-06-27 14:47:31,Hazmat,4,Chemical,Station 07,R-02,Rescue,31.567146,74.309237,2025-06-27 14:50:22.074932434,2025-06-27 15:00:35.489528536,2025-06-27 17:25:10.673472718,9.57,10.22,Dispatched,True
INC-00069,2025-06-27 18:21:47,Medical Emergency,3,Medical,Station 07,R-03,Rescue,31.525201,74.351823,2025-06-27 18:24:38.363383082,2025-06-27 18:32:35.483833340,2025-06-27 20:41:35.526655688,4.32,7.95,Available,True
INC-00539,2025-06-28 01:39:10,Medical Emergency,3,Medical,Station 12,R-04,Rescue,31.478241,74.366122,2025-06-28 01:40:52.446979582,2025-06-28 01:51:14.786349454,2025-06-28 03:31:26.956720564,8.06,10.37,Available,True
INC-00270,2025-06-28 11:37:20,Medical Emergency,3,Medical,Station 12,E-07,Engine,31.503617,74.362074,2025-06-28 11:39:10.382986052,2025-06-28 11:50:40.103247182,2025-06-28 13:24:07.613275760,11.64,11.5,Available,True
INC-00673,2025-06-28 12:20:47,Medical Emergency,2,Medical,Station 12,R-01,Rescue,31.514053,74.350326,2025-06-28 12:22:09.688840898,2025-06-28 12:31:30.721025348,2025-06-28 14:05:26.345447540,8.41,9.35,Available,True
INC-00188,2025-06-28 20:28:22,Medical Emergency,4,Medical,Station 12,R-04,Rescue,31.479157,74.373859,2025-06-28 20:31:47.707740184,2025-06-28 20:45:10.233649858,2025-06-28 22:26:38.218045780,9.67,13.38,Available,True
INC-00360,2025-06-29 06:03:48,Structure Fire,5,Fire,Station 07,L-01,Ladder,31.545184,74.298229,2025-06-29 06:07:45.886802790,2025-06-29 06:18:07.836712668,2025-06-29 08:40:10.901425770,7.7,10.37,Available,False
INC-01093,2025-06-29 20:39:33,Hazmat,4,Chemical,Station 03,R-04,Rescue,31.558596,74.364151,2025-06-29 20:41:18.858396048,2025-06-29 20:53:11.616805428,2025-06-29 23:20:48.446205732,7.81,11.88,Available,True
INC-00440,2025-06-30 02:07:55,Medical Emergency,3,Medical,Station 07,R-03,Rescue,31.515422,74.319068,2025-06-30 02:10:52.870205104,2025-06-30 02:19:18.195969748,2025-06-30 04:22:24.233260528,7.89,8.42,Available,False
INC-00154,2025-06-30 11:39:34,Medical Emergency,3,Medical,Station 03,E-02,Engine,31.502465,74.38392,2025-06-30 11:40:50.038971135,2025-06-30 11:49:14.083536117,2025-06-30 13:50:49.020609219,6.24,8.4,Available,True
INC-00117,2025-06-30 15:02:19,Structure Fire,4,Fire,Station 21,E-04,Engine,31.577193,74.392916,2025-06-30 15:04:12.075290098,2025-06-30 15:11:54.783386950,2025-06-30 16:49:57.539713492,3.6,7.71,Available,False
INC-00912,2025-07-01 03:18:24,Vehicle Accident,4,Road Traffic,Station 07,R-01,Rescue,31.548066,74.356853,2025-07-01 03:20:34.414974036,2025-07-01 03:30:52.091283714,2025-07-01 04:31:32.160999090,11.33,10.29,Dispatched,True
INC-00697,2025-07-01 12:33:15,Vehicle Accident,5,Road Traffic,Station 07,R-01,Rescue,31.553636,74.333176,2025-07-01 12:35:48.980304774,2025-07-01 12:44:25.692994848,2025-07-01 15:39:08.334404250,8.78,8.61,Available,True
INC-00575,2025-07-01 19:41:29,Confined Space,4,Confined Space,Station 07,R-03,Rescue,31.533767,74.314463,2025-07-01 19:46:06.445586678,2025-07-01 19:58:50.999502716,2025-07-01 22:25:43.112802548,14.99,12.74,Dispatched,True
INC-00604,2025-07-01 20:40:15,Hazmat,4,Chemical,Station 21,H-02,Hazmat Unit,31.555799,74.388574,2025-07-01 20:44:06.739803288,2025-07-01 20:54:39.027156546,2025-07-01 22:42:52.216676652,5.89,10.54,Dispatched,True
INC-01095,2025-07-02 02:36:49,Structure Fire,3,Fire,Station 07,R-02,Rescue,31.483085,74.333221,2025-07-02 02:37:41.140649584,2025-07-02 02:47:50.493674962,2025-07-02 04:08:30.982149658,7.77,10.16,Available,True
INC-00775,2025-07-02 17:30:03,Medical Emergency,3,Medical,Station 03,E-04,Engine,31.495305,74.345225,2025-07-02 17:31:38.436861912,2025-07-02 17:42:57.475515054,2025-07-02 19:42:31.763983074,12.53,11.32,Available,True
INC-00861,2025-07-03 01:00:28,Vehicle Accident,4,Road Traffic,Station 12,R-04,Rescue,31.484045,74.336035,2025-07-03 01:02:54.105527746,2025-07-03 01:11:20.885633578,2025-07-03 03:03:41.989299040,3.97,8.45,Available,True
INC-00814,2025-07-03 20:02:17,Medical Emergency,2,Medical,Station 03,R-03,Rescue,31.532117,74.36903,2025-07-03 20:05:57.381370958,2025-07-03 20:17:58.493266568,2025-07-03 22:03:48.209208818,9.44,12.02,Available,False
INC-00441,2025-07-04 00:47:56,Hazmat,5,Chemical,Station 03,H-02,Hazmat Unit,31.501472,74.343429,2025-07-04 00:50:53.759187764,2025-07-04 00:59:48.619060070,2025-07-04 03:37:54.595335110,7.76,8.91,Maintenance,True
INC-00850,2025-07-04 09:30:36,Vehicle Accident,4,Road Traffic,Station 12,R-03,Rescue,31.491312,74.379677,2025-07-04 09:33:49.692102804,2025-07-04 09:43:07.258974246,2025-07-04 11:19:40.880985426,6.74,9.29,Available,True
INC-00061,2025-07-04 10:01:21,Structure Fire,5,Fire,Station 12,E-06,Engine,31.485978,74.337402,2025-07-04 10:02:32.768885436,2025-07-04 10:12:06.905531502,2025-07-04 12:38:08.752954608,7.28,9.57,Dispatched,True
INC-00852,2025-07-04 18:15:17,High-Rise Rescue,4,High-Rise,Station 12,L-03,Ladder,31.474601,74.37591,2025-07-04 18:19:27.577190186,2025-07-04 18:29:48.898142192,2025-07-04 20:04:33.218352938,9.86,10.36,Available,False
INC-00026,2025-07-04 18:33:56,Structure Fire,4,Fire,Station 07,L-03,Ladder,31.542093,74.311028,2025-07-04 18:36:31.535501696,2025-07-04 18:45:14.227607258,2025-07-04 20:46:16.038561098,4.55,8.71,Available,False
INC-00147,2025-07-05 08:10:46,Structure Fire,5,Fire,Station 07,L-01,Ladder,31.540602,74.333493,2025-07-05 08:13:54.493808595,2025-07-05 08:27:03.488777361,2025-07-05 11:02:24.662144055,9.01,13.15,Available,False
INC-00141,2025-07-05 12:37:24,Water Rescue,4,Water,Station 03,W-02,Water Rescue Unit,31.511083,74.323999,2025-07-05 12:39:29.965587054,2025-07-05 12:44:38.649199362,2025-07-05 14:57:43.022297544,2.24,5.14,Available,False
INC-00135,2025-07-05 12:51:28,Water Rescue,4,Water,Station 03,R-01,Rescue,31.555111,74.401962,2025-07-05 12:53:31.061137594,2025-07-05 13:01:11.325753262,2025-07-05 14:47:33.856251166,3.15,7.67,Dispatched,True
INC-00348,2025-07-05 14:53:47,Medical Emergency,2,Medical,Station 12,R-04,Rescue,31.522448,74.335207,2025-07-05 14:55:51.697259198,2025-07-05 15:03:08.214377701,2025-07-05 16:16:52.317828337,3.63,7.28,Available,True
INC-01089,2025-07-05 17:11:47,Water Rescue,3,Water,Station 03,R-03,Rescue,31.524172,74.340779,2025-07-05 17:14:45.818932190,2025-07-05 17:21:59.380937462,2025-07-05 18:51:18.474507224,5.87,7.23,Available,False
INC-00646,2025-07-05 17:35:57,Hazmat,4,Chemical,Station 07,R-04,Rescue,31.516272,74.337057,2025-07-05 17:37:06.829558404,2025-07-05 17:44:34.218421074,2025-07-05 19:39:27.588027396,4.32,7.46,Available,False
INC-00803,2025-07-06 02:27:25,Vehicle Accident,3,Road Traffic,Station 07,R-01,Rescue,31.468242,74.327319,2025-07-06 02:29:41.076599788,2025-07-06 02:35:21.022972696,2025-07-06 04:36:28.625804872,4.18,5.67,Available,True
INC-00002,2025-07-06 06:41:18,Medical Emergency,2,Medical,Station 21,R-02,Rescue,31.572898,74.383056,2025-07-06 06:43:08.514376506,2025-07-06 06:48:52.614282186,2025-07-06 08:14:28.528216290,3.66,5.73,Available,True
INC-00658,2025-07-06 08:30:10,Vehicle Accident,3,Road Traffic,Station 03,R-02,Rescue,31.506768,74.356827,2025-07-06 08:32:30.878898484,2025-07-06 08:43:41.212981144,2025-07-06 10:33:55.871025424,9.38,11.17,Dispatched,True
INC-00835,2025-07-07 02:03:24,Structure Fire,5,Fire,Station 07,R-02,Rescue,31.538075,74.35929,2025-07-07 02:05:45.184856394,2025-07-07 02:11:13.414978836,2025-07-07 04:28:54.435949584,4.85,5.47,Available,True
INC-00466,2025-07-07 08:41:31,Hazmat,4,Chemical,Station 07,H-02,Hazmat Unit,31.501725,74.339833,2025-07-07 08:44:21.304348930,2025-07-07 08:53:19.713084250,2025-07-07 10:32:07.133976934,6.42,8.97,Available,False
INC-00249,2025-07-08 06:27:53,Structure Fire,4,Fire,Station 03,E-08,Engine,31.527703,74.361404,2025-07-08 06:29:20.245293464,2025-07-08 06:38:41.437534508,2025-07-08 08:53:26.371557452,4.46,9.35,Available,True
INC-00526,2025-07-09 03:07:30,Water Rescue,4,Water,Station 07,W-01,Water Rescue Unit,31.521302,74.345103,2025-07-09 03:09:55.362107640,2025-07-09 03:18:26.005047480,2025-07-09 05:40:21.126910410,4.4,8.51,Available,True
INC-00294,2025-07-09 06:03:54,Hazmat,5,Chemical,Station 03,H-01,Hazmat Unit,31.529041,74.351536,2025-07-09 06:06:12.239084658,2025-07-09 06:17:09.978997758,2025-07-09 08:39:43.201331838,9.63,10.96,Available,True
INC-00978,2025-07-09 06:37:05,Medical Emergency,3,Medical,Station 12,R-02,Rescue,31.477656,74.399487,2025-07-09 06:40:41.269394486,2025-07-09 06:48:52.239375494,2025-07-09 08:34:03.006254912,7.72,8.18,Available,True
INC-00500,2025-07-09 08:06:32,Medical Emergency,4,Medical,Station 21,R-01,Rescue,31.584726,74.35244,2025-07-09 08:09:45.504585998,2025-07-09 08:21:24.038115668,2025-07-09 09:48:52.732950302,7.01,11.64,Available,True
INC-00337,2025-07-09 15:36:42,Structure Fire,4,Fire,Station 21,E-03,Engine,31.535631,74.382351,2025-07-09 15:39:16.537505130,2025-07-09 15:43:38.469337386,2025-07-09 17:25:45.637150374,4.08,4.37,Available,False
INC-00821,2025-07-10 05:05:43,Medical Emergency,3,Medical,Station 07,E-08,Engine,31.552207,74.320238,2025-07-10 05:07:26.373767872,2025-07-10 05:14:26.470153450,2025-07-10 06:48:43.833154018,6.9,7.0,Available,True
INC-01065,2025-07-10 11:32:33,Structure Fire,5,Fire,Station 07,R-02,Rescue,31.554122,74.326129,2025-07-10 11:33:47.087533182,2025-07-10 11:41:09.780953910,2025-07-10 14:02:36.938633460,3.68,7.38,Available,True
INC-00652,2025-07-10 13:13:25,High-Rise Rescue,4,High-Rise,Station 21,E-04,Engine,31.556983,74.383799,2025-07-10 13:15:29.535506320,2025-07-10 13:23:05.532054934,2025-07-10 15:39:35.663563552,7.48,7.6,Available,False
INC-00581,2025-07-10 13:13:54,Medical Emergency,2,Medical,Station 12,E-01,Engine,31.486331,74.372544,2025-07-10 13:16:55.495679274,2025-07-10 13:23:08.747298012,2025-07-10 14:39:26.773899426,3.24,6.22,Available,True
INC-00715,2025-07-11 09:10:30,High-Rise Rescue,4,High-Rise,Station 12,E-03,Engine,31.49826,74.365169,2025-07-11 09:12:06.093043074,2025-07-11 09:18:41.507731056,2025-07-11 11:24:11.729107008,3.75,6.59,Available,True
INC-00873,2025-07-11 18:01:36,Hazmat,5,Chemical,Station 12,E-03,Engine,31.510586,74.367797,2025-07-11 18:04:38.018566140,2025-07-11 18:11:42.849108348,2025-07-11 19:32:27.910793646,5.15,7.08,Dispatched,False
INC-00754,2025-07-11 22:32:02,Water Rescue,5,Water,Station 07,W-01,Water Rescue Unit,31.520717,74.296792,2025-07-11 22:33:53.005251332,2025-07-11 22:45:44.910691664,2025-07-12 00:12:11.029314122,5.15,11.87,Available,True
INC-00654,2025-07-12 06:34:11,Hazmat,4,Chemical,Station 12,R-03,Rescue,31.500682,74.382335,2025-07-12 06:34:52.469084510,2025-07-12 06:41:39.895565870,2025-07-12 09:03:03.492186998,7.13,6.79,Dispatched,True
INC-01104,2025-07-12 20:41:28,Confined Space,4,Confined Space,Station 03,R-01,Rescue,31.547874,74.33952,2025-07-12 20:43:28.620336652,2025-07-12 20:58:28.257417298,2025-07-12 23:14:44.965155885,10.99,14.99,Available,False
INC-00725,2025-07-13 01:14:00,Medical Emergency,4,Medical,Station 12,E-07,Engine,31.488096,74.383743,2025-07-13 01:15:49.317860112,2025-07-13 01:23:32.516964702,2025-07-13 03:06:51.652427382,6.03,7.72,Available,False
INC-01037,2025-07-13 03:51:28,Hazmat,4,Chemical,Station 21,R-03,Rescue,31.579271,74.367116,2025-07-13 03:54:03.014429398,2025-07-13 04:01:28.128233602,2025-07-13 05:41:58.779591093,5.57,7.42,Available,False
INC-00524,2025-07-13 13:09:33,Water Rescue,4,Water,Station 21,R-02,Rescue,31.507853,74.42564,2025-07-13 13:12:29.487280326,2025-07-13 13:20:09.122628396,2025-07-13 15:26:56.371933062,4.17,7.66,Dispatched,True
INC-00924,2025-07-13 17:03:33,Medical Emergency,4,Medical,Station 07,R-02,Rescue,31.564485,74.330068,2025-07-13 17:05:33.908791668,2025-07-13 17:14:14.265845232,2025-07-13 19:40:39.604022868,8.81,8.67,Available,True
INC-00633,2025-07-13 18:35:25,Structure Fire,5,Fire,Station 12,L-01,Ladder,31.512668,74.349758,2025-07-13 18:38:51.683313262,2025-07-13 18:49:35.093732614,2025-07-13 20:27:26.067291226,7.8,10.72,Available,True
INC-01061,2025-07-13 21:08:49,Medical Emergency,2,Medical,Station 07,R-04,Rescue,31.500195,74.339586,2025-07-13 21:12:54.817920268,2025-07-13 21:21:19.309710970,2025-07-13 23:09:16.600651072,5.04,8.41,Dispatched,True
INC-00262,2025-07-14 15:16:09,Vehicle Accident,3,Road Traffic,Station 21,R-02,Rescue,31.549603,74.377994,2025-07-14 15:19:09.851034054,2025-07-14 15:27:43.930510745,2025-07-14 17:08:10.407230999,9.74,8.57,Available,True
INC-00064,2025-07-14 23:16:04,Structure Fire,4,Fire,Station 07,E-01,Engine,31.554434,74.293562,2025-07-14 23:19:24.304294816,2025-07-14 23:31:48.698723362,2025-07-15 01:13:42.099385324,9.85,12.41,Available,True
INC-00332,2025-07-15 00:08:31,Vehicle Accident,3,Road Traffic,Station 03,R-04,Rescue,31.507499,74.3319,2025-07-15 00:10:17.551389982,2025-07-15 00:15:55.213013500,2025-07-15 02:27:09.546229222,5.03,5.63,Available,True
INC-00043,2025-07-15 03:51:10,Structure Fire,5,Fire,Station 03,E-03,Engine,31.540281,74.384622,2025-07-15 03:53:53.305793506,2025-07-15 03:59:36.771746206,2025-07-15 06:09:26.317073350,3.46,5.72,Available,False
INC-00214,2025-07-15 10:46:12,Confined Space,4,Confined Space,Station 12,E-05,Engine,31.481224,74.368188,2025-07-15 10:49:09.227705406,2025-07-15 10:54:51.904050036,2025-07-15 13:06:00.818291106,3.33,5.71,Available,True
INC-00306,2025-07-15 10:54:54,Medical Emergency,3,Medical,Station 21,R-03,Rescue,31.543932,74.369273,2025-07-15 10:58:00.406357938,2025-07-15 11:12:40.838577468,2025-07-15 12:36:29.408873556,15.85,14.67,Dispatched,True
INC-00424,2025-07-15 12:39:57,Vehicle Accident,4,Road Traffic,Station 12,R-03,Rescue,31.490596,74.39481,2025-07-15 12:40:56.422196742,2025-07-15 12:52:09.341909622,2025-07-15 14:32:45.688316130,6.23,11.22,Available,True
INC-00720,2025-07-15 23:59:40,Structure Fire,4,Fire,Station 07,R-01,Rescue,31.518474,74.334638,2025-07-16 00:03:41.566623160,2025-07-16 00:12:41.102149114,2025-07-16 01:58:33.067586464,5.02,8.99,Available,True
INC-00928,2025-07-16 00:59:51,Structure Fire,5,Fire,Station 03,R-02,Rescue,31.529793,74.369004,2025-07-16 01:00:55.243374642,2025-07-16 01:08:03.599343504,2025-07-16 03:24:47.969835408,6.15,7.14,Available,True
INC-00606,2025-07-16 05:23:51,Medical Emergency,4,Medical,Station 12,R-04,Rescue,31.466823,74.374241,2025-07-16 05:25:30.609087576,2025-07-16 05:34:59.769352608,2025-07-16 07:22:49.466191260,8.78,9.49,Maintenance,True
INC-00686,2025-07-17 02:11:48,Vehicle Accident,4,Road Traffic,Station 21,E-08,Engine,31.555827,74.400485,2025-07-17 02:13:43.860760128,2025-07-17 02:20:53.807879838,2025-07-17 04:29:03.946060488,3.33,7.17,Available,True
INC-01064,2025-07-17 20:32:33,Vehicle Accident,5,Road Traffic,Station 21,E-08,Engine,31.555291,74.393078,2025-07-17 20:35:44.031491202,2025-07-17 20:44:23.148790068,2025-07-17 23:13:10.656413238,5.86,8.65,Available,True
INC-00269,2025-07-19 00:08:16,Vehicle Accident,3,Road Traffic,Station 12,R-02,Rescue,31.478983,74.366114,2025-07-19 00:11:18.041501109,2025-07-19 00:19:54.070700619,2025-07-19 01:50:45.762785817,9.86,8.6,Available,False
INC-01045,2025-07-19 18:08:16,Water Rescue,3,Water,Station 21,W-02,Water Rescue Unit,31.566371,74.388747,2025-07-19 18:10:14.660480824,2025-07-19 18:23:45.917876086,2025-07-19 19:33:12.762285310,12.49,13.52,Maintenance,True
INC-00806,2025-07-20 08:34:12,Medical Emergency,4,Medical,Station 07,E-08,Engine,31.53179,74.314709,2025-07-20 08:38:17.528085330,2025-07-20 08:44:20.301073650,2025-07-20 10:52:23.351854128,2.75,6.05,Available,False
INC-00223,2025-07-20 10:59:11,Medical Emergency,2,Medical,Station 12,R-02,Rescue,31.465994,74.39519,2025-07-20 11:00:49.908674048,2025-07-20 11:11:05.650734835,2025-07-20 12:16:08.940766003,9.23,10.26,Available,False
INC-00963,2025-07-20 20:08:14,High-Rise Rescue,5,High-Rise,Station 21,L-01,Ladder,31.56495,74.360962,2025-07-20 20:13:07.891875344,2025-07-20 20:31:07.891875344,2025-07-20 22:24:42.609390056,18.0,18.0,Available,True
INC-00402,2025-07-21 08:08:03,Confined Space,4,Confined Space,Station 07,R-03,Rescue,31.529921,74.333156,2025-07-21 08:10:30.629720586,2025-07-21 08:21:13.094096070,2025-07-21 09:52:19.445991732,4.22,10.71,Available,False
INC-00356,2025-07-22 03:09:52,Medical Emergency,4,Medical,Station 21,R-04,Rescue,31.562099,74.355735,2025-07-22 03:13:12.205005196,2025-07-22 03:19:22.094371894,2025-07-22 05:24:02.735804032,3.57,6.16,Available,False
INC-00479,2025-07-22 03:28:41,Structure Fire,5,Fire,Station 12,E-07,Engine,31.492886,74.332172,2025-07-22 03:31:50.559673694,2025-07-22 03:44:05.887439564,2025-07-22 05:23:14.737160642,13.33,12.26,Available,True
INC-00675,2025-07-22 12:49:23,Water Rescue,3,Water,Station 21,R-01,Rescue,31.574498,74.42391,2025-07-22 12:51:18.553917458,2025-07-22 12:57:37.145644676,2025-07-22 14:52:33.888435668,4.14,6.31,Available,False
INC-00639,2025-07-23 00:35:37,Structure Fire,3,Fire,Station 07,L-02,Ladder,31.547015,74.364448,2025-07-23 00:36:16.240109200,2025-07-23 00:43:48.658839945,2025-07-23 02:37:28.381314075,2.83,7.54,Dispatched,False
INC-00797,2025-07-23 07:05:10,Structure Fire,5,Fire,Station 03,R-01,Rescue,31.54316,74.348142,2025-07-23 07:07:18.610358218,2025-07-23 07:18:02.590315450,2025-07-23 09:40:27.757385614,8.83,10.73,Available,False
INC-00381,2025-07-23 08:19:47,Medical Emergency,3,Medical,Station 03,R-01,Rescue,31.538072,74.333006,2025-07-23 08:21:40.561217870,2025-07-23 08:27:16.818583736,2025-07-23 10:08:28.022795042,3.96,5.6,Available,False
INC-00892,2025-07-23 16:24:28,Structure Fire,5,Fire,Station 07,R-01,Rescue,31.540477,74.328548,2025-07-23 16:26:14.538966742,2025-07-23 16:38:11.895192538,2025-07-23 18:17:36.836727742,11.49,11.96,Available,True
INC-00340,2025-07-23 17:43:52,Medical Emergency,3,Medical,Station 03,R-02,Rescue,31.529983,74.372308,2025-07-23 17:46:12.423241384,2025-07-23 17:52:10.563922462,2025-07-23 19:40:34.145705950,5.16,5.97,Available,True
INC-01020,2025-07-23 22:38:59,Confined Space,5,Confined Space,Station 12,E-01,Engine,31.487451,74.385228,2025-07-23 22:41:42.893735036,2025-07-23 22:51:44.391616028,2025-07-24 00:36:23.892406790,3.93,10.02,Available,True
INC-00757,2025-07-24 13:52:16,Hazmat,5,Chemical,Station 07,H-01,Hazmat Unit,31.546697,74.314745,2025-07-24 13:53:14.819745418,2025-07-24 13:59:05.753205646,2025-07-24 16:39:12.611585974,2.47,5.85,Available,True
INC-00198,2025-07-25 10:46:04,Medical Emergency,4,Medical,Station 03,R-03,Rescue,31.520364,74.346583,2025-07-25 10:48:07.184977402,2025-07-25 10:57:30.385428850,2025-07-25 13:03:04.254440895,5.65,9.39,Available,False
INC-00150,2025-07-25 17:02:03,Structure Fire,3,Fire,Station 03,L-03,Ladder,31.517202,74.386094,2025-07-25 17:04:56.667131634,2025-07-25 17:11:45.494951808,2025-07-25 18:13:11.784751146,4.29,6.81,Available,True
INC-00560,2025-07-25 19:24:22,Medical Emergency,3,Medical,Station 03,R-04,Rescue,31.517318,74.335536,2025-07-25 19:27:24.769701838,2025-07-25 19:36:42.594657544,2025-07-25 20:53:12.425209780,7.57,9.3,Available,True
INC-00786,2025-07-26 05:04:34,Confined Space,3,Confined Space,Station 03,R-02,Rescue,31.508499,74.361617,2025-07-26 05:07:08.425823548,2025-07-26 05:13:03.901628704,2025-07-26 07:15:06.382440700,5.12,5.92,Available,False
INC-00097,2025-07-26 07:06:53,Medical Emergency,5,Medical,Station 07,E-01,Engine,31.533715,74.312744,2025-07-26 07:10:12.694669358,2025-07-26 07:18:16.310159960,2025-07-26 09:35:55.088981276,5.92,8.06,Available,False
INC-01015,2025-07-26 18:22:37,Vehicle Accident,5,Road Traffic,Station 03,E-02,Engine,31.519364,74.329017,2025-07-26 18:26:48.259279186,2025-07-26 18:37:35.099887048,2025-07-26 20:59:58.361639890,6.47,10.78,Maintenance,True
INC-00492,2025-07-26 23:25:50,Confined Space,4,Confined Space,Station 03,R-04,Rescue,31.536182,74.352568,2025-07-26 23:28:53.421889028,2025-07-26 23:38:00.846486206,2025-07-27 01:33:49.831553234,5.6,9.12,Available,False
INC-00647,2025-07-27 00:01:33,Water Rescue,2,Water,Station 03,W-01,Water Rescue Unit,31.522462,74.381455,2025-07-27 00:03:13.228909626,2025-07-27 00:08:19.169580600,2025-07-27 01:21:18.833005788,3.04,5.1,Available,True
INC-00976,2025-07-27 00:46:45,Hazmat,5,Chemical,Station 07,R-01,Rescue,31.504878,74.330756,2025-07-27 00:48:10.393148610,2025-07-27 00:57:21.866954016,2025-07-27 03:10:12.428955822,5.58,9.19,Available,True
INC-00528,2025-07-27 18:03:58,Vehicle Accident,2,Road Traffic,Station 03,R-01,Rescue,31.528274,74.356953,2025-07-27 18:07:44.694319264,2025-07-27 18:15:59.538860746,2025-07-27 19:16:31.220326954,8.71,8.25,Available,True
INC-00965,2025-07-27 19:34:25,Medical Emergency,2,Medical,Station 21,R-03,Rescue,31.547924,74.377253,2025-07-27 19:37:27.690889780,2025-07-27 19:50:15.580862074,2025-07-27 21:41:36.032565220,12.25,12.8,Available,True
INC-01028,2025-07-27 22:01:43,Medical Emergency,3,Medical,Station 12,R-01,Rescue,31.469034,74.4027,2025-07-27 22:03:42.306231532,2025-07-27 22:13:15.991134550,2025-07-27 23:59:11.293157008,5.7,9.56,Available,False
INC-00568,2025-07-28 18:26:42,Medical Emergency,5,Medical,Station 03,E-07,Engine,31.494638,74.372579,2025-07-28 18:29:42.099522360,2025-07-28 18:42:20.030943210,2025-07-28 21:02:29.505949926,9.63,12.63,Available,True
INC-00095,2025-07-28 21:35:57,Structure Fire,3,Fire,Station 03,R-01,Rescue,31.514084,74.367622,2025-07-28 21:39:18.172452942,2025-07-28 21:49:46.876439238,2025-07-28 23:11:44.575567710,5.75,10.48,Dispatched,True
INC-01082,2025-07-29 04:28:52,Medical Emergency,4,Medical,Station 12,R-02,Rescue,31.491251,74.385332,2025-07-29 04:32:56.802189994,2025-07-29 04:41:08.972150134,2025-07-29 06:28:48.162678520,6.13,8.2,Available,True
INC-00999,2025-07-29 11:58:19,Vehicle Accident,5,Road Traffic,Station 12,E-02,Engine,31.482887,74.400567,2025-07-29 12:02:06.034490464,2025-07-29 12:11:03.870771178,2025-07-29 14:24:20.138366037,8.84,8.96,Available,True
INC-00819,2025-07-29 14:26:53,High-Rise Rescue,3,High-Rise,Station 21,E-02,Engine,31.547412,74.399271,2025-07-29 14:29:39.707841608,2025-07-29 14:37:16.702079426,2025-07-29 15:51:39.881420906,5.97,7.62,Available,True
INC-01075,2025-07-29 20:10:54,Water Rescue,3,Water,Station 07,W-02,Water Rescue Unit,31.539218,74.348365,2025-07-29 20:13:48.171811830,2025-07-29 20:26:17.322054270,2025-07-29 22:05:57.186613260,12.9,12.49,Available,True
INC-00748,2025-07-29 20:52:27,Hazmat,4,Chemical,Station 03,R-01,Rescue,31.562756,74.349185,2025-07-29 20:55:32.734760142,2025-07-29 21:04:22.746466788,2025-07-29 22:56:35.190265632,6.29,8.83,Available,True
INC-00253,2025-07-30 04:51:06,Vehicle Accident,4,Road Traffic,Station 12,E-01,Engine,31.488611,74.389638,2025-07-30 04:52:59.949597714,2025-07-30 05:00:32.731806234,2025-07-30 06:46:18.516470730,3.56,7.55,Available,True
INC-00123,2025-07-30 16:18:08,Hazmat,4,Chemical,Station 21,H-01,Hazmat Unit,31.587823,74.40835,2025-07-30 16:21:05.664820844,2025-07-30 16:28:17.784969842,2025-07-30 17:42:53.050023050,5.37,7.2,Available,False
INC-00259,2025-07-31 11:56:32,Medical Emergency,3,Medical,Station 07,E-08,Engine,31.551669,74.32843,2025-07-31 11:58:31.442375786,2025-07-31 12:06:50.481909380,2025-07-31 13:31:55.239816584,5.71,8.32,Dispatched,False
INC-00128,2025-07-31 14:13:20,Vehicle Accident,3,Road Traffic,Station 21,E-05,Engine,31.544362,74.353108,2025-07-31 14:15:27.601721912,2025-07-31 14:22:22.405097588,2025-07-31 16:44:09.714204620,5.2,6.91,Available,True
INC-00425,2025-07-31 19:01:57,Medical Emergency,2,Medical,Station 03,E-05,Engine,31.495497,74.318505,2025-07-31 19:04:52.600718622,2025-07-31 19:20:31.798278612,2025-07-31 20:41:05.456666010,16.89,15.65,Available,False
INC-00896,2025-07-31 22:40:53,Medical Emergency,2,Medical,Station 12,R-02,Rescue,31.498303,74.386157,2025-07-31 22:42:43.992466394,2025-07-31 22:52:49.025263346,2025-08-01 00:05:37.601900816,6.4,10.08,Available,True
INC-00286,2025-08-01 06:09:05,Medical Emergency,2,Medical,Station 12,E-01,Engine,31.513501,74.3922,2025-08-01 06:10:25.643549810,2025-08-01 06:20:13.160779304,2025-08-01 07:30:53.321776952,6.06,9.79,Available,True
INC-00215,2025-08-01 09:59:33,Water Rescue,4,Water,Station 21,R-04,Rescue,31.571366,74.42771,2025-08-01 10:01:34.612636332,2025-08-01 10:11:20.760448338,2025-08-01 11:59:48.269562048,6.88,9.77,Available,True
INC-00372,2025-08-01 10:59:35,Vehicle Accident,4,Road Traffic,Station 03,E-06,Engine,31.532366,74.408759,2025-08-01 11:03:13.122784364,2025-08-01 11:12:26.556367454,2025-08-01 13:35:47.645278256,5.49,9.22,Available,True
INC-00664,2025-08-01 13:47:24,Medical Emergency,4,Medical,Station 21,R-01,Rescue,31.522902,74.393937,2025-08-01 13:49:51.889635354,2025-08-01 13:58:45.653464584,2025-08-01 16:07:59.539324944,4.74,8.9,Available,True
